parent,label,date,lon,lat,confirmed,recovered,deaths
global,Schweiz,2020-03-13,8.2275,46.8182,1359,4,13
global,Irland,2020-03-13,-7.6921,53.1424,129,0,2
global,Georgien,2020-03-13,43.3569,42.3154,30,0,0
global,Bangladesch,2020-03-13,90.3563,23.685,3,0,0
global,Kuwait,2020-03-13,47.4818,29.3117,104,5,0
global,Nordmazedonien,2020-03-13,21.7453,41.6086,14,1,0
global,Brasilien,2020-03-13,-51.9253,-14.235,151,0,0
global,Griechenland,2020-03-13,21.8243,39.0742,228,0,3
global,Schweden,2020-03-13,18.6435,60.1282,944,1,2
global,Pakistan,2020-03-13,69.3451,30.3753,31,2,0
global,Norwegen,2020-03-13,8.4689,60.472,996,1,1
global,Frankreich,2020-03-13,2.2137,46.2276,4469,12,91
global,Türkei,2020-03-13,35.2433,38.9637,5,0,0
global,Bahrain,2020-03-13,50.5577,26.0667,210,44,0
global,Island,2020-03-13,-19.0208,64.9631,156,1,0
global,Ecuador,2020-03-13,-78.1834,-1.8312,17,0,1
global,Estland,2020-03-13,25.0136,58.5953,115,0,0
global,Dänemark,2020-03-13,9.5018,56.2639,827,1,0
Großbritannien,United Kingdom,2020-03-13,-3.436,55.3781,1140,18,21
global,Niederlande,2020-03-13,5.2913,52.1326,804,0,10
global,Kuba,2020-03-13,-77.7812,21.5218,4,0,0
Kanada,Quebec,2020-03-13,-73.5491,52.9399,17,0,0
global,Nigeria,2020-03-13,8.6753,9.082,2,0,0
global,Litauen,2020-03-13,23.8813,55.1694,8,0,0
global,Neuseeland,2020-03-13,174.886,-40.9006,5,0,0
global,Belarus,2020-03-13,27.9534,53.7098,27,3,0
global,Aserbaidschan,2020-03-13,47.5769,40.1431,15,3,1
global,Armenien,2020-03-13,45.0382,40.0691,15,0,0
global,Kasachstan,2020-03-13,66.9237,48.0196,6,0,0
global,Iran,2020-03-13,53.688,32.4279,12729,2959,611
global,Israel,2020-03-13,34.8516,31.0461,193,4,0
Frankreich,French Polynesia,2020-03-13,149.4068,-17.6797,3,0,0
Australien,Western Australia,2020-03-13,115.8605,-31.9505,17,0,1
global,Cayman-Inseln,2020-03-13,-81.2546,19.3133,1,0,0
global,Japan,2020-03-13,138.2529,36.2048,725,118,21
global,Tschechien,2020-03-13,15.473,49.8175,189,0,0
global,Katar,2020-03-13,51.1839,25.3548,337,0,0
global,Singapur,2020-03-13,103.8198,1.3521,212,105,0
global,Guadeloupe,2020-03-13,-61.551,16.265,1,0,0
global,Dominikanische Republik,2020-03-13,-70.1627,18.7357,5,0,0
global,Ägypten,2020-03-13,30.8025,26.8206,93,27,2
global,Bolivien,2020-03-13,-63.5887,-16.2902,10,0,0
Kanada,Manitoba,2020-03-13,-98.8139,53.7609,4,0,0
Kanada,Saskatchewan,2020-03-13,-106.4509,52.9399,2,0,0
global,Indonesien,2020-03-13,113.9213,-0.7893,96,2,5
global,Südkorea,2020-03-13,127.7669,35.9078,8086,510,72
global,Lettland,2020-03-13,24.6032,56.8796,26,1,0
global,Senegal,2020-03-13,-14.4524,14.4974,10,1,0
Deutschland,Bayern,2020-03-13,11.658165,48.768814,558,14,1
global,Sudan,2020-03-13,30.2176,12.8628,1,0,1
global,Portugal,2020-03-13,-8.2245,39.3999,169,2,0
global,Andorra,2020-03-13,1.5218,42.5063,1,1,0
global,Guinea,2020-03-13,-9.6966,9.9456,1,0,0
global,Antigua und Barbuda,2020-03-13,-61.7964,17.0608,1,0,0
global,Belgien,2020-03-13,4.4699,50.5039,689,1,4
global,Russland,2020-03-13,105.3188,61.524,59,3,0
global,Indien,2020-03-13,78.9629,20.5937,102,4,2
global,Marokko,2020-03-13,-7.0926,31.7917,7,1,1
global,Aruba,2020-03-13,-69.9683,12.5211,2,0,0
Kanada,"Kreuzfahrtschiff ""Grand Princess""",2020-03-13,-122.6655,37.6489,2,0,0
global,Argentinien,2020-03-13,-63.6167,-38.4161,34,1,2
global,Chile,2020-03-13,-71.543,-35.6751,61,0,0
global,Jordanien,2020-03-13,36.2384,30.5852,1,1,0
global,Kenia,2020-03-13,37.9062,-0.0236,1,0,0
Frankreich,Saint Barthélemy,2020-03-13,-62.8333,17.9,1,0,0
Frankreich,Saint Martin,2020-03-13,-63.0501,18.0708,2,0,0
global,Polen,2020-03-13,19.1451,51.9194,93,0,2
Dänemark,Färöer,2020-03-13,-6.9118,61.8926,9,0,0
Großbritannien,Gibraltar,2020-03-13,-5.3536,36.1408,1,1,0
global,Ungarn,2020-03-13,19.5033,47.1625,25,1,0
Australien,Northern Territory,2020-03-13,130.8456,-12.4634,1,0,0
USA,Alabama,2020-03-13,-86.9023,32.3182,6,0,0
global,Slowenien,2020-03-13,14.9955,46.1512,181,0,0
global,Finnland,2020-03-13,25.7482,61.9241,223,1,0
global,Südafrika,2020-03-13,22.9375,-30.5595,38,0,0
global,Bosnien und Herzegowina,2020-03-13,17.6791,43.9159,18,0,0
global,Saudiarabien,2020-03-13,45.0792,23.8859,103,1,0
global,Elfenbeinküste,2020-03-13,-5.5471,7.54,1,0,0
global,Luxemburg,2020-03-13,6.1296,49.8153,51,0,1
global,Costa Rica,2020-03-13,-83.7534,9.7489,26,0,0
Kanada,Alberta,2020-03-13,-116.5765,53.9333,29,0,0
global,Bhutan,2020-03-13,90.4336,27.5142,1,0,0
global,Spanien,2020-03-13,-3.7492,40.4637,6315,517,191
global,Malaysia,2020-03-13,101.9758,4.2105,238,35,0
global,Vatikan,2020-03-13,12.4534,41.9029,1,0,0
global,Serbien,2020-03-13,21.0059,44.0165,41,0,0
global,Kamerun,2020-03-13,11.5021,3.848,2,0,0
global,Slowakei,2020-03-13,19.699,48.669,44,0,0
global,Togo,2020-03-13,0.8248,8.6195,1,0,0
global,Peru,2020-03-13,-75.0152,-9.19,38,0,0
global,Rumänien,2020-03-13,24.9668,45.9432,116,9,0
global,Mexiko,2020-03-13,-102.5528,23.6345,15,4,0
global,Kolumbien,2020-03-13,-74.2973,4.5709,16,0,0
USA,"Kreuzfahrtschiff ""Grand Princess""",2020-03-13,-122.665479,37.64894,21,0,0
global,Brunei,2020-03-13,114.7277,4.5353,40,0,0
global,Martinique,2020-03-13,-61.0242,14.6415,9,0,0
global,Französisch-Guyana,2020-03-13,-53.1258,3.9339,5,0,0
global,Malta,2020-03-13,14.3754,35.9375,18,1,0
global,Paraguay,2020-03-13,-58.4438,-23.4425,6,0,0
global,Moldawien,2020-03-13,28.3699,47.4116,6,0,0
global,Malediven,2020-03-13,73.2207,3.2028,10,0,0
global,Bulgarien,2020-03-13,25.4858,42.7339,41,0,2
global,Tunesien,2020-03-13,9.5375,33.8869,16,0,0
global,Zypern,2020-03-13,33.4299,35.1264,21,0,0
USA,Alaska,2020-03-13,-152.404419,61.370716,1,0,0
USA,Arizona,2020-03-13,-111.431221,33.729759,12,1,0
USA,Arkansas,2020-03-13,-92.373123,34.969704,9,0,0
USA,California,2020-03-13,-119.681564,36.116203,323,6,5
USA,Colorado,2020-03-13,-105.311104,39.059811,78,0,1
USA,Connecticut,2020-03-13,-72.755371,41.597782,12,0,0
USA,Delaware,2020-03-13,-75.507141,39.318523,6,0,0
USA,District of Columbia,2020-03-13,-77.026817,38.897438,10,0,0
USA,Florida,2020-03-13,-81.686783,27.766279,76,0,3
USA,Georgia,2020-03-13,-83.643074,33.040619,66,0,1
USA,Hawaii,2020-03-13,-157.498337,21.094318,4,0,0
USA,Idaho,2020-03-13,-114.478828,44.240459,1,0,0
USA,Illinois,2020-03-13,-88.986137,40.349457,47,2,0
USA,Indiana,2020-03-13,-86.258278,39.849426,16,0,0
USA,Iowa,2020-03-13,-93.210526,42.011539,17,0,0
USA,Kansas,2020-03-13,-96.726486,38.5266,7,0,1
USA,Kentucky,2020-03-13,-84.670067,37.66814,14,0,0
USA,Louisiana,2020-03-13,-91.867805,31.169546,67,0,0
USA,Maine,2020-03-13,-69.381927,44.693947,3,0,0
USA,Maryland,2020-03-13,-76.802101,39.063946,28,0,0
USA,Massachusetts,2020-03-13,-71.530106,42.230171,123,1,0
USA,Michigan,2020-03-13,-84.536095,43.326618,25,0,0
USA,Minnesota,2020-03-13,-93.900192,45.694454,21,0,0
USA,Mississippi,2020-03-13,-89.678696,32.741646,6,0,0
USA,Missouri,2020-03-13,-92.288368,38.456085,4,0,0
USA,Montana,2020-03-13,-110.454353,46.921925,5,0,0
USA,Nebraska,2020-03-13,-98.268082,41.12537,14,0,0
USA,Nevada,2020-03-13,-117.055374,38.313515,20,0,0
USA,New Hampshire,2020-03-13,-71.563896,43.452492,7,0,0
USA,New Jersey,2020-03-13,-74.521011,40.298904,50,0,1
USA,New Mexico,2020-03-13,-106.248482,34.840515,10,0,0
USA,New York,2020-03-13,-74.948051,42.165726,524,0,1
USA,North Carolina,2020-03-13,-79.806419,35.630066,24,0,0
USA,North Dakota,2020-03-13,-99.784012,47.528912,1,0,0
USA,Ohio,2020-03-13,-82.764915,40.388783,26,0,0
USA,Oklahoma,2020-03-13,-96.928917,35.565342,4,0,0
USA,Oregon,2020-03-13,-122.070938,44.572021,32,0,0
USA,Pennsylvania,2020-03-13,-77.209755,40.590752,47,0,0
USA,Rhode Island,2020-03-13,-71.51178,41.680893,20,0,0
USA,South Carolina,2020-03-13,-80.945007,33.856892,13,0,0
USA,South Dakota,2020-03-13,-99.438828,44.299782,9,0,1
USA,Tennessee,2020-03-13,-86.692345,35.747845,30,0,0
USA,Texas,2020-03-13,-97.563461,31.054487,50,0,0
USA,Utah,2020-03-13,-111.862434,40.150032,10,0,0
USA,Vermont,2020-03-13,-72.710686,44.045876,3,0,0
USA,Virginia,2020-03-13,-78.169968,37.769337,31,0,0
USA,Washington,2020-03-13,-121.490494,47.400902,569,1,37
USA,Wisconsin,2020-03-13,-89.616508,44.268543,19,1,0
USA,Wyoming,2020-03-13,-107.30249,42.755966,2,0,0
global,Vietnam,2020-03-13,108.2772,14.0583,53,16,0
global,Mongolei,2020-03-13,103.8467,46.8625,1,0,0
global,Jamaica,2020-03-13,-77.2975,18.1096,8,0,0
global,Afghanistan,2020-03-13,67.71,33.9391,11,0,0
global,Monaco,2020-03-13,7.4167,43.7333,2,0,0
global,Liechtenstein,2020-03-13,9.55,47.14,1,0,0
global,Guyana,2020-03-13,-58.75,5,1,0,1
global,Taiwan,2020-03-13,121,23.7,53,20,1
global,Namibia,2020-03-13,18.4904,-22.9576,2,0,0
global,Curacao,2020-03-13,-68.99,12.1696,1,0,0
USA,Puerto Rico,2020-03-13,-66.5901,18.2208,3,0,0
global,Eswatini,2020-03-13,31.4659,-26.5225,1,0,0
global,St. Lucia,2020-03-13,-60.9789,13.9094,1,0,0
global,Gabon,2020-03-13,11.6094,-0.8037,1,0,0
global,Ruanda,2020-03-13,29.8739,-1.9403,1,0,0
global,Guatemala,2020-03-13,-90.2308,15.7835,1,0,0
USA,"Virgin Islands, U.S.",2020-03-13,-64.8963,18.3358,1,0,0
global,Mauretanien,2020-03-13,10.9408,21.0079,1,0,0
global,Jersey,2020-03-13,-2.11,49.19,2,0,0
global,Venezuela,2020-03-13,-66.5897,6.4238,2,0,0
Frankreich,Fench Guiana,2020-03-13,-53,4,5,0,0
global,St. Vincent und die Grenadinen,2020-03-13,-61.2872,12.9843,1,0,0
global,Trinidad und Tobago,2020-03-13,-61.2225,10.6918,2,0,0
global,Guernsey,2020-03-13,-2.58,49.45,1,0,0
global,Uruguay,2020-03-13,-55.7658,-32.5228,4,0,0
global,Ghana,2020-03-13,-1.05,7.8167,2,0,0
global,Suriname,2020-03-13,-56.0278,3.9193,1,0,0
